Date,Ticker,Type,Quantity,Price per share,Total Amount,Currency,FX Rate
2025-06-24T12:00:24.387Z,XUCD,BUY - MARKET,0.16640336,EUR 75.96,EUR 12.64,EUR,1.0000
2025-06-24T12:00:26.079Z,IS3K,BUY - MARKET,0.29136302,EUR 75.06,EUR 21.87,EUR,1.0000
2025-06-24T12:00:27.835Z,IS3Q,BUY - MARKET,0.57262885,EUR 61.89,EUR 35.44,EUR,1.0000
2025-06-24T12:00:33.037Z,EXI2,BUY - MARKET,0.35437174,EUR 84.29,EUR 29.87,EUR,1.0000
2025-07-01T11:15:04.835485Z,IS3K,DIVIDEND,,,EUR 2.53,EUR,1.0000
2025-07-15T00:47:04.088633Z,,ROBO MANAGEMENT FEE,,,EUR -0.48,EUR,1.0000
2025-07-17T08:07:24.893889Z,,CASH TOP-UP,,,EUR 150,EUR,1.0000
2025-07-17T09:00:01.887Z,EXW1,BUY - MARKET,0.16060271,EUR 54.42,EUR 8.74,EUR,1.0000
2025-07-17T09:00:04.212Z,DBXJ,BUY - MARKET,0.1239815,EUR 74.61,EUR 9.25,EUR,1.0000
2025-07-17T09:00:04.806Z,XUCD,BUY - MARKET,0.21985446,EUR 76.96,EUR 16.92,EUR,1.0000
2025-07-17T09:00:07.832Z,AMEM,BUY - MARKET,1.37489715,EUR 5.47,EUR 7.52,EUR,1.0000
2025-07-17T09:00:09.138Z,EXI2,BUY - MARKET,0.3552031,EUR 87.64,EUR 31.13,EUR,1.0000
2025-07-17T09:00:40.046Z,IS3Q,BUY - MARKET,0.53538071,EUR 63.17,EUR 33.82,EUR,1.0000
2025-07-17T09:00:43.453Z,IS3K,BUY - MARKET,0.2363953,EUR 75.21,EUR 17.78,EUR,1.0000
2025-07-17T09:00:50.408Z,XDWT,BUY - MARKET,0.25433208,EUR 91.18,EUR 23.19,EUR,1.0000
2025-08-14T20:52:46.486800Z,,CASH TOP-UP,,,EUR 100,EUR,1.0000
2025-08-15T00:59:23.625756Z,,ROBO MANAGEMENT FEE,,,EUR -0.62,EUR,1.0000
2025-08-15T08:29:16.168775Z,,CASH TOP-UP,,,EUR 100,EUR,1.0000
2025-08-15T09:00:07.262Z,EXI2,BUY - MARKET,0.23074372,EUR 90.49,EUR 20.88,EUR,1.0000
2025-08-15T09:00:07.462Z,DBXJ,BUY - MARKET,0.00898102,EUR 82.40,EUR 0.74,EUR,1.0000
2025-08-15T09:00:08.870Z,IS3Q,BUY - MARKET,0.36551938,EUR 64.21,EUR 23.47,EUR,1.0000
2025-08-15T09:00:46.927Z,EXW1,BUY - MARKET,0.09721471,EUR 55.65,EUR 5.41,EUR,1.0000
2025-08-15T09:00:57.597Z,XDWT,BUY - MARKET,0.20229979,EUR 93.92,EUR 19,EUR,1.0000
2025-08-15T09:01:02.719Z,XUCD,BUY - MARKET,0.10849411,EUR 79.82,EUR 8.66,EUR,1.0000
2025-08-15T09:01:36.053Z,AMEM,BUY - MARKET,1.05215751,EUR 5.55,EUR 5.84,EUR,1.0000
2025-08-15T09:01:55.210Z,IS3K,BUY - MARKET,0.166267,EUR 75.48,EUR 12.55,EUR,1.0000
2025-08-15T13:45:02.748Z,DBXJ,BUY - MARKET,0.05682376,EUR 82.36,EUR 4.68,EUR,1.0000
2025-08-15T13:45:03.556Z,EXW1,BUY - MARKET,0.08633093,EUR 55.60,EUR 4.80,EUR,1.0000
2025-08-15T13:45:08.691Z,AMEM,BUY - MARKET,0.87277972,EUR 5.55,EUR 4.84,EUR,1.0000
2025-08-15T13:45:17.149Z,IS3Q,BUY - MARKET,0.3309442,EUR 64.18,EUR 21.24,EUR,1.0000
2025-08-15T13:45:28.233Z,EXI2,BUY - MARKET,0.24057489,EUR 90.45,EUR 21.76,EUR,1.0000
2025-08-15T13:45:35.764Z,XDWT,BUY - MARKET,0.21718684,EUR 93.56,EUR 20.32,EUR,1.0000
2025-08-15T13:45:39.689Z,XUCD,BUY - MARKET,0.12587689,EUR 79.84,EUR 10.05,EUR,1.0000
2025-08-15T13:45:49.851Z,IS3K,BUY - MARKET,0.13787703,EUR 75.36,EUR 10.39,EUR,1.0000
2025-09-08T09:21:29.178222Z,XUCD,DIVIDEND,,,EUR 0.33,EUR,1.0000
2025-09-15T00:25:33.073068Z,,ROBO MANAGEMENT FEE,,,EUR -0.74,EUR,1.0000
2025-09-30T12:51:59.037677Z,,CASH TOP-UP,,,EUR 300,EUR,1.0000
2025-10-01T09:00:01.718Z,IS3Q,BUY - MARKET,0.99725232,EUR 65.51,EUR 65.33,EUR,1.0000
2025-10-01T09:00:01.822Z,DBXJ,BUY - MARKET,0.21313263,EUR 81.87,EUR 17.45,EUR,1.0000
2025-10-01T09:00:02.127Z,AMEM,BUY - MARKET,2.17550056,EUR 5.89,EUR 12.81,EUR,1.0000
2025-10-01T09:00:03.228Z,EXW1,BUY - MARKET,0.30397267,EUR 55.63,EUR 16.91,EUR,1.0000
2025-10-01T09:00:05.041Z,XUCD,BUY - MARKET,0.37072852,EUR 81.65,EUR 30.27,EUR,1.0000
2025-10-01T09:00:33.505Z,XDWT,BUY - MARKET,0.56993651,EUR 97.66,EUR 55.66,EUR,1.0000
2025-10-01T09:01:01.931Z,EXI2,BUY - MARKET,0.66705551,EUR 94.01,EUR 62.71,EUR,1.0000
2025-10-01T09:02:13.436Z,IS3K,BUY - MARKET,0.41468801,EUR 76.06,EUR 31.54,EUR,1.0000
2025-10-15T00:37:22.827129Z,,ROBO MANAGEMENT FEE,,,EUR -0.81,EUR,1.0000
2025-10-21T17:52:06.922969Z,EXW1,DIVIDEND,,,EUR 0.92,EUR,1.0000
2025-10-28T01:55:57.506721Z,,CASH TOP-UP,,,EUR 200,EUR,1.0000
2025-10-28T10:00:33.140Z,EXW1,BUY - MARKET,0.19393621,EUR 57.39,EUR 11.13,EUR,1.0000
2025-10-28T10:01:15.442Z,AMEM,BUY - MARKET,1.56632165,EUR 6.17,EUR 9.67,EUR,1.0000
2025-10-28T10:01:26.787Z,DBXJ,BUY - MARKET,0.11168457,EUR 86.05,EUR 9.61,EUR,1.0000
2025-10-28T10:01:39.824Z,IS3K,BUY - MARKET,0.32593109,EUR 77.41,EUR 25.23,EUR,1.0000
2025-10-28T10:01:59.438Z,IS3Q,BUY - MARKET,0.66346863,EUR 67.75,EUR 44.95,EUR,1.0000
2025-10-28T10:02:29.642Z,EXI2,BUY - MARKET,0.39056527,EUR 99.42,EUR 38.83,EUR,1.0000
2025-10-28T10:03:12.012Z,XDWT,BUY - MARKET,0.29534173,EUR 104.76,EUR 30.94,EUR,1.0000
2025-10-28T10:03:24.105Z,XUCD,BUY - MARKET,0.2865999,EUR 83.88,EUR 24.04,EUR,1.0000
2025-11-15T00:55:57.090466Z,,ROBO MANAGEMENT FEE,,,EUR -1.01,EUR,1.0000
2025-12-15T00:47:27.920581Z,,ROBO MANAGEMENT FEE,,,EUR -1.01,EUR,1.0000
2025-12-16T16:29:14.278600Z,EXW1,DIVIDEND,,,EUR 0.23,EUR,1.0000
2025-12-17T14:45:52.071797Z,EXI2,DIVIDEND,,,EUR 0.09,EUR,1.0000
2025-12-31T12:48:12.688986Z,IS3K,DIVIDEND,,,EUR 6.38,EUR,1.0000
2026-01-15T06:14:16.835715Z,,ROBO MANAGEMENT FEE,,,EUR -1.06,EUR,1.0000
2026-01-15T09:19:35.958385Z,,CASH TOP-UP,,,EUR 100,EUR,1.0000
2026-01-15T10:39:49.630Z,XDWT,BUY - MARKET,0.40934229,EUR 101.26,EUR 41.45,EUR,1.0000
2026-01-15T10:39:49.728Z,EXI2,BUY - MARKET,0.18747546,EUR 101.88,EUR 19.10,EUR,1.0000
2026-01-15T10:39:49.932Z,AMEM,BUY - MARKET,0.02124979,EUR 6.59,EUR 0.14,EUR,1.0000
2026-01-15T10:39:50.232Z,XUCD,BUY - MARKET,0.0961045,EUR 85.74,EUR 8.24,EUR,1.0000
2026-01-15T10:39:50.438Z,EXW1,BUY - MARKET,0.01496464,EUR 60.81,EUR 0.91,EUR,1.0000
2026-01-15T10:40:51.316Z,IS3K,BUY - MARKET,0.24125436,EUR 75.90,EUR 18.31,EUR,1.0000
2026-01-15T10:40:51.516Z,IS3Q,BUY - MARKET,0.17149758,EUR 70.38,EUR 12.07,EUR,1.0000
2026-02-15T00:19:52.279990Z,,ROBO MANAGEMENT FEE,,,EUR -1.11,EUR,1.0000
